,marital_status,application_mode,course,time_attendance,previous_qualification,mother_qualification,father_qualification,mother_occupation,father_occupation,displaced,debtor,tuition_fees_up_to_date,gender,scholarship_holder,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,GDP,graduate
78,single,Short cycle diploma holders,Veterinary Nursing,daytime,Professional higher technical course,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,no,1.0,130.0,128.8,21.0,7.0,10.0,12.0,8.0,12.875,0.0,3.51,0
79,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,yes,no,yes,female,no,4.0,133.1,110.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92,1
80,married,Over 23 years old,Social Service (evening attendance),evening,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,1.0,130.0,113.5,36.0,0.0,6.0,0.0,0.0,0.0,0.0,-3.12,0
81,divorced,Over 23 years old,Agronomy,daytime,Other - 11th year of schooling,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",no,no,yes,female,no,1.0,133.1,160.0,43.0,13.0,18.0,19.0,18.0,14.63157894736842,0.0,-4.06,1
82,single,3rd phase - general contingent,Basic Education,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,1.0,123.0,117.4,19.0,0.0,6.0,0.0,0.0,0.0,0.0,2.02,0
83,single,Change of institution/course,Communication Design,daytime,Secondary education,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,no,yes,yes,female,no,1.0,130.0,122.2,20.0,4.0,10.0,12.0,10.0,13.0,0.0,2.02,1
84,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,2.0,122.0,118.2,19.0,0.0,6.0,0.0,0.0,0.0,0.0,-0.92,0
85,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,yes,no,yes,female,no,1.0,113.0,106.7,20.0,0.0,6.0,15.0,4.0,14.2,0.0,-4.06,0
86,single,1st phase - general contingent,Nursing,daytime,Secondary education,Higher Education - Degree,Higher Education - Master,Administrative staff,Intermediate Level Technicians and Professions,yes,no,yes,female,no,5.0,111.0,108.2,20.0,2.0,7.0,9.0,6.0,13.266666666666666,0.0,1.79,0
87,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,1.0,142.0,136.1,18.0,0.0,6.0,8.0,6.0,13.857142857142858,0.0,0.79,1
88,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,131.0,139.8,19.0,0.0,5.0,6.0,5.0,13.4,0.0,1.74,1
89,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,3.0,158.0,157.0,18.0,0.0,6.0,6.0,6.0,12.666666666666666,0.0,1.74,1
90,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,2.0,122.0,131.0,18.0,0.0,7.0,7.0,6.0,12.516666666666666,1.0,0.32,0
91,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,female,no,2.0,140.0,137.0,18.0,0.0,5.0,12.0,5.0,13.142857142857142,2.0,-3.12,1
92,single,1st phase - general contingent,Management,daytime,Secondary education,Higher Education - Bachelor,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",no,no,yes,female,no,1.0,127.0,121.8,18.0,0.0,5.0,5.0,5.0,12.6,0.0,2.02,1
93,single,2nd phase - general contingent,Tourism,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,1.0,133.1,131.0,21.0,0.0,6.0,12.0,3.0,11.0,0.0,-3.12,0
94,single,1st phase - general contingent,Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,2.0,120.0,118.6,19.0,0.0,5.0,8.0,5.0,10.8,0.0,-0.92,1
95,single,1st phase - general contingent,Animation and Multimedia Design,daytime,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Unskilled Workers,no,no,yes,female,no,1.0,137.0,122.3,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,0
96,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,yes,1.0,131.0,127.9,19.0,0.0,5.0,5.0,5.0,12.8,0.0,-3.12,1
97,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,no,1.0,130.0,121.3,19.0,0.0,6.0,15.0,6.0,14.166666666666666,0.0,-4.06,1
98,single,2nd phase - general contingent,Oral Hygiene ,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,6.0,122.0,117.1,19.0,0.0,7.0,12.0,5.0,12.1,0.0,0.79,0
99,single,Technological specialization diploma holders,Veterinary Nursing,daytime,Technological specialization course,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,160.0,160.0,20.0,1.0,6.0,7.0,6.0,14.166666666666666,0.0,1.79,1
100,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Technological specialization course,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,yes,no,yes,female,no,3.0,131.0,122.6,18.0,0.0,6.0,7.0,6.0,13.0,0.0,1.79,1
101,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Installation and Machine Operators and Assembly Workers,Unskilled Workers,yes,no,yes,female,no,6.0,132.0,128.0,19.0,0.0,7.0,7.0,7.0,13.467142857142855,0.0,1.79,1
102,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers and Sellers",Installation and Machine Operators and Assembly Workers,yes,no,yes,female,yes,3.0,138.0,124.9,18.0,0.0,7.0,9.0,7.0,13.2375,0.0,0.79,0
103,single,2nd phase - general contingent,Communication Design,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,2.0,130.0,123.7,18.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.32,1
104,single,1st phase - general contingent,Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,yes,no,yes,female,no,4.0,126.0,120.1,19.0,0.0,5.0,7.0,5.0,12.4,0.0,3.51,1
105,single,2nd phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,yes,female,no,6.0,148.0,131.7,19.0,0.0,7.0,8.0,5.0,14.0,0.0,0.79,0
106,single,Change of course,Social Service,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,female,no,1.0,130.0,133.2,20.0,5.0,9.0,15.0,9.0,11.666666666666666,0.0,0.32,1
107,single,1st phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Intermediate Level Technicians and Professions,Unskilled Workers,no,yes,no,female,yes,1.0,117.0,109.3,19.0,0.0,6.0,7.0,5.0,12.0,0.0,1.79,0
108,single,2nd phase - general contingent,Advertising and Marketing Management,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,1.0,120.0,113.0,20.0,0.0,5.0,7.0,4.0,12.2,0.0,0.32,1
109,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,"Office workers, secretaries in general and data processing operators","Workers in food processing, woodworking, clothing and other industries and crafts",no,yes,yes,female,yes,1.0,153.0,157.9,18.0,0.0,6.0,6.0,6.0,14.833333333333334,0.0,3.51,1
110,single,3rd phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,no,no,yes,female,no,1.0,178.0,174.7,18.0,0.0,7.0,8.0,7.0,17.125,0.0,0.79,1
111,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,5.0,129.0,128.8,19.0,0.0,7.0,7.0,6.0,12.666666666666666,0.0,0.32,1
112,single,1st phase - general contingent,Journalism and Communication,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,yes,no,yes,female,yes,6.0,116.0,110.1,19.0,0.0,6.0,8.0,6.0,12.666666666666666,0.0,1.79,1
113,single,1st phase - general contingent,Social Service,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Other - 11th Year of Schooling,Unskilled Workers,Armed Forces Professions,yes,no,yes,female,yes,3.0,135.0,121.0,19.0,0.0,6.0,7.0,6.0,11.333333333333334,0.0,1.79,1
114,single,1st phase - general contingent,Nursing,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction and Craftsmen",yes,no,yes,female,yes,3.0,141.0,131.7,19.0,0.0,7.0,10.0,7.0,13.605,0.0,-4.06,1
115,single,2nd phase - general contingent,Basic Education,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,"Personal Services, Security and Safety Workers and Sellers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",yes,no,yes,female,yes,5.0,132.0,119.1,19.0,0.0,6.0,10.0,5.0,12.0,0.0,-3.12,1
116,single,1st phase - general contingent,Tourism,daytime,Secondary education,Other - 11th Year of Schooling,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,4.0,132.0,124.7,19.0,0.0,5.0,10.0,0.0,0.0,0.0,0.32,0
117,single,2nd phase - general contingent,Tourism,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Armed Forces Professions,yes,no,yes,female,no,1.0,113.0,117.2,20.0,0.0,6.0,8.0,5.0,11.2,0.0,0.32,0
118,single,1st phase - general contingent,Management,daytime,Secondary education,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,no,no,yes,female,no,1.0,134.0,128.8,18.0,0.0,5.0,10.0,5.0,13.375,0.0,0.79,1
119,single,1st phase - general contingent,Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,no,no,yes,female,yes,1.0,136.0,131.5,20.0,0.0,7.0,8.0,6.0,13.863333333333337,0.0,2.02,1
120,single,1st phase - general contingent,Veterinary Nursing,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",no,no,yes,female,no,1.0,129.0,123.4,19.0,0.0,5.0,6.0,5.0,12.4,0.0,0.32,1
121,single,1st phase - general contingent,Basic Education,daytime,Secondary education,Basic education 1st cycle (4th/5th year) or equivalent,Basic education 1st cycle (4th/5th year) or equiv,Unskilled Workers,Unskilled Workers,yes,no,yes,female,no,1.0,137.0,132.8,18.0,0.0,6.0,7.0,6.0,13.333333333333334,0.0,0.32,1
122,single,Change of course,Basic Education,daytime,Secondary education,Higher Education - Degree,Basic education 1st cycle (4th/5th year) or equiv,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",yes,no,yes,female,no,1.0,115.0,108.7,21.0,0.0,6.0,10.0,3.0,12.666666666666666,0.0,-3.12,0
123,single,1st phase - general contingent,Basic Education,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",no,no,yes,female,no,1.0,129.0,138.1,19.0,0.0,6.0,8.0,6.0,12.0,0.0,0.32,0
124,single,1st phase - general contingent,Management,daytime,Secondary education,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv,Unskilled Workers,Unskilled Workers,no,no,yes,female,yes,1.0,131.0,126.5,18.0,0.0,5.0,5.0,5.0,10.6,0.0,1.79,1
125,single,2nd phase - general contingent,Social Service,daytime,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equiv,"Skilled Workers in Industry, Construction and Craftsmen",Unskilled Workers,yes,no,yes,female,yes,2.0,133.0,127.4,18.0,0.0,6.0,8.0,6.0,12.25,0.0,-1.7,1
126,single,1st phase - general contingent,Social Service,daytime,Secondary education,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Secondary Education - 12th Year of Schooling or Equivalent,Unskilled Workers,Armed Forces Professions,yes,no,yes,female,no,3.0,125.0,123.6,20.0,0.0,6.0,10.0,4.0,11.0,0.0,-3.12,1
127,single,Over 23 years old,Social Service (evening attendance),evening,Secondary education,Secondary Education - 12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",Installation and Machine Operators and Assembly Workers,no,no,yes,female,yes,1.0,120.0,122.0,24.0,0.0,6.0,11.0,5.0,11.0,0.0,2.02,1
